"도축, 육류 가공 및 저장 처리업"
수산물 가공 및 저장 처리업
"과실, 채소 가공 및 저장 처리업"
동물성 및 식물성 유지 제조업
낙농제품 및 식용빙과류 제조업
"곡물가공품, 전분 및 전분제품 제조업"
기타 식품 제조업
동물용 사료 및 조제식품 제조업
알콜음료 제조업
비알콜음료 및 얼음 제조업
담배 제조업
방적 및 가공사 제조업
직물직조 및 직물제품 제조업
편조원단 및 편조제품 제조업
"섬유제품 염색, 정리 및 마무리 가공업"
기타 섬유제품 제조업
"가죽, 가방 및 유사제품 제조업"
신발 및 신발부분품 제조업
제재 및 목재 가공업
나무제품 제조업
"펄프, 종이 및 판지 제조업"
"골판지, 종이 상자 및 종이 용기 제조업"
기타 종이 및 판지 제품 제조업
코크스 및 연탄 제조업
석유 정제품 제조업
기초화학물질 제조업
비료 및 질소화합물 제조업
합성고무 및 플라스틱 물질 제조업
기타 화학제품 제조업
화학섬유 제조업
고무제품 제조업
플라스틱제품 제조업
유리 및 유리제품 제조업
도자기 및 기타 요업제품 제조업
"시멘트, 석회, 플라스터 및 그 제품 제조업"
기타 비금속 광물제품 제조업
1차 철강 제조업
1차 비철금속 제조업
금속 주조업
"구조용 금속제품, 탱크 및 증기발생기 제조업"
기타 금속가공제품 제조업
반도체 제조업
전자부품 제조업
컴퓨터 및 주변장치 제조업
통신 및 방송 장비 제조업
영상 및 음향기기 제조업
의료용 기기 제조업
"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
"안경, 사진장비 및 기타 광학기기 제조업"
"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
일차전지 및 축전지 제조업
절연선 및 케이블 제조업
전구 및 조명장치 제조업
가정용 기기 제조업
기타 전기장비 제조업
일반 목적용 기계 제조업
특수 목적용 기계 제조업
자동차용 엔진 및 자동차 제조업
자동차 차체 및 트레일러 제조업
자동차 부품 제조업
선박 및 보트 건조업
철도장비 제조업
"항공기,우주선 및 부품 제조업"
가구 제조업
귀금속 및 장신용품 제조업
운동 및 경기용구 제조업
"인형,장난감 및 오락용품 제조업"
그외 기타 제품 제조업
